Velocity,23.0 deg,10.0 deg
km/s, K, K
  557.9, 0.00,-0.00
  559.2, 0.00, 0.00
  560.5, 0.00, 0.00
  561.8, 0.00, 0.00
  563.1, 0.00, 0.00
  564.3, 0.00, 0.00
  565.6, 0.00, 0.00
  566.9, 0.00, 0.00
  568.2, 0.00, 0.00
  569.5, 0.00, 0.00
  570.8, 0.00, 0.00
  572.1, 0.00, 0.01
  573.4, 0.00, 0.01
  574.6, 0.00, 0.01
  575.9, 0.00, 0.01
  577.2, 0.00, 0.01
  578.5, 0.00, 0.00
  579.8, 0.00, 0.01
  581.1, 0.00, 0.01
  582.4, 0.00, 0.00
  583.7, 0.00, 0.01
  585.0, 0.00, 0.00
  586.2, 0.00, 0.00
  587.5, 0.00, 0.01
  588.8, 0.00, 0.00
  590.1, 0.00, 0.00
  591.4, 0.00, 0.00
  592.7, 0.00, 0.00
  594.0, 0.00, 0.00
  595.3, 0.00, 0.00
  596.5, 0.00, 0.00
  597.8, 0.00, 0.00
  599.1, 0.00, 0.00
  600.4, 0.00, 0.00

